author,text,likes,clean_text
@ChefsPalette7,Very helpful video.Thanks a lot Sir ❤,1,helpful videothanks lot sir redheart
@Yash-mf3wd,Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤Awesome sir.. ❤A,5,awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart awesome sir redheart
@ankitpandey700,Mind blowing video sir thank you so much sir,0,mind blowing video sir thank much sir
@ankitpandey700,Very very thanks 🙏 Guruji ☺️,0,thanks foldedhands guruji smilingface
@aapnomaths,"Superb session sir ji
Please upload video for Fourier series graph and Fourier transform",0,superb session sir ji please upload video fourier series graph fourier transform
@minhajsyed,Sir your Teaching is Excellent Thanks Alot for the videos😇😇,0,sir teaching excellent thanks alot videos smilingfacewithhalo smilingfacewithhalo
@2858_Addy,Mind-blowing sir 👍,0,mindblowing sir thumbsup
@Firestorm0403,Thank you sir,0,thank sir
@instafriendly.___,How to learn Laplace without integration nd derivatives??,0,learn laplace without integration nd derivatives
@mithun712,Sincerely thank you Sir.,0,sincerely thank sir
@luckybarde.35,Sir plzz make one shot of Laplace and some extra questions,0,sir plzz make one shot laplace extra questions
@AbhishekTiwari-ii4iz,"Thank you sir.
Sir please upload a video on infinite series",0,thank sir sir please upload video infinite series
@bibiayesha7136,"Thanks a loooots
Sir",0,thanks loooots sir
@Anwar-Ansari-q8i,College lecture se easy 👍👍👍👍,0,college lecture se easy thumbsup thumbsup thumbsup thumbsup
@msdfan4872,Nice work sir,0,nice work sir
@Jagat_vlog133,Thanks sir love you sir,0,thanks sir love sir
@sowmyapandu3716,I think going to clg is waste...than listening you tube channels.... Mind blowing teaching sir....thank you sir,0,think going clg wastethan listening tube channels mind blowing teaching sirthank sir
@mahamomervlogs,Superb way MashalAllah GOD Gifted,1,superb way mashalallah god gifted
@u5k4s40,Thanks sir,0,thanks sir
@VaibhavTalks,Thankyou sir,0,thankyou sir
@khazeeshaik.sadiya3134,assalamu alaikum sir aap ne itna umda tareeqe se samjhaayaa me kya bataao mujhe jitne basics nahi ate the me aap se seekhliyaa thank you soo mush sirrr.....honestly loving the way ur teaching with perfect  flow ....not fast not slow again tq sirr,4,assalamu alaikum sir aap ne itna umda tareeqe se samjhaayaa kya bataao mujhe jitne basics nahi ate aap se seekhliyaa thank soo mush sirrrhonestly loving way ur teaching perfect flow fast slow tq sirr
@purnachandrakar8604,Thank  you sir,1,thank sir
@umeshmali8011,𝙏𝙝𝙞𝙨 𝙡𝙚𝙘𝙩𝙪𝙧𝙚 𝙞𝙨 𝙛𝙤𝙧 𝙗𝙨𝙘 𝙖𝙡𝙨𝙤,1,
@narayanaswamy_ck,Very good lacture,0,good lacture
@kushwahaji3563,"No doubt sir
All doubt cleared",0,doubt sir doubt cleared
@shwetajadhav6937,Only for u I understand the laplace transform,0,u understand laplace transform
@amazingstar284,Very easy 👍 😉 explanation 👌 sir,0,easy thumbsup winkingface explanation OKhand sir
@jasrajbishnoijbkk7092,Really really a very good teacher bohat aasani se samj aaraha h sab🥰,0,really really good teacher bohat aasani se samj aaraha h sab smilingfacewithhearts
@shortyrip6283,12:42 t ka value kyu change ho rha hai?,0,ka value kyu change ho rha hai
@anushrikatekhaye5854,Thank you so much sir,0,thank much sir
@Neeleshpalsln,Amazing,0,amazing
@wacky7697,Thank you sir ❤️,1,thank sir redheart
@lipikamajhi6717,Aap bahat achha podhate hai..Aapke sare lectures bahat achhese samajh ata hai...Thank you so much Sir🙏🙏🙏🙏,2,aap bahat achha podhate haiaapke sare lectures bahat achhese understand ata haithank much sir foldedhands foldedhands foldedhands foldedhands
@adnanrasool3243,Love from Pakistan 🇵🇰,1,love pakistan Pakistan
@bestintheworld7747,sir ap bht ache hen musalman hojaen,0,sir ap ache hen musalman hojaen
@SATYABRATA741,Complex number ka video bana dijie sir 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,complex number ka video bana dijie sir foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands foldedhands
@swapnilv.kotwal_o4u651,Great sir,0,great sir
@ABcd-bu1mu,Ap n bhtttt acha smjaya👌👌,0,ap n bhtttt good smjaya OKhand OKhand
@imSurajsingh24,"Sir , your teaching is amazing ❤️😍",1,sir teaching amazing redheart smilingfacewithhearteyes
@urbilkumar4540,"Generally we couldn't able to understand from college lectures..but at the same time an indian guy in YouTube teaches it, as easy as 1+1=2 . 
Awesome sir.. ❤️ from Odisha",100,generally couldnt able understand college lecturesbut time indian guy youtube teaches easy awesome sir redheart odisha
@abdullahsher5039,Hamara teacher tu slides parh ky samjata hy😂😂,1,hamara teacher tu slides parh ky samjata hy facewithtearsofjoy facewithtearsofjoy
@abdullahsher5039,Sir calculus bhi start karain,0,sir calculus bhi start karain
@popukumar1873,Thank you sir 😙,0,thank sir kissingfacewithsmilingeyes
@riteshpujhari8881,You are great sir thank you so much sir,1,great sir thank much sir
@ershashikantsaini2299,A lot of thanks dear sir,0,lot thanks dear sir
@24eejagdishmardi43,"A̤a̤p̤ n̤a̤h̤i̤ h̤o̤t̤e̤ t̤o̤ ,̤s̤a̤y̤a̤d̤ k̤a̤b̤h̤i̤ b̤h̤i̤ s̤a̤m̤a̤j̤ n̤a̤h̤i̤ p̤a̤t̤e̤.̤",0,aap nahi hote sayad kabhi bhi samaj nahi pate
@24eejagdishmardi43,S̤i̤r̤ A̤a̤p̤ b̤h̤a̤g̤a̤w̤a̤n̤ h̤e̤ h̤ṳm̤  s̤a̤b̤h̤i̤ s̤t̤ṳd̤e̤n̤t̤ k̤e̤ .̤,0,sir aap bhagawan hum sabhi student ke
@29.vineetsingh66,🙏🙏,0,foldedhands foldedhands
@rajkumarisharma2297,Laplace transtion ke all questions,1,laplace transtion ke questions
@americanoops6501,"Thank you so much sir really  
      Sir you are legend in every direction",0,thank much sir really sir legend every direction
@Tanisha-c6j,Thank you so much sir you r brilliant and your teaching is mind blowing ❤️❤️,3,thank much sir r brilliant teaching mind blowing redheart redheart
@kumardalireddy481,Thank soo much sir first time  understood the mathematics without any doubt thank you a soo much sir,1,thank soo much sir first time understood mathematics without doubt thank soo much sir
@tsnravish,Excellent description,0,excellent description
@naturedivine4792,mind blowing 🔥🔥🔥🔥🔥,0,mind blowing fire fire fire fire fire
@-ram1,Thank you sir for helping,0,thank sir helping
@locomotivelifeline3080,Kal mera exam he,1,kal mera exam
@gendanlal8472,Sir you are excellent teacher 💯💯💯🙏🙏,2,sir excellent teacher hundredpoints hundredpoints hundredpoints foldedhands foldedhands
@mrgostgaming3639,Wow sir thanks sir ❤️❤️,0,wow sir thanks sir redheart redheart
@abhisheksaraswat1964,"Sir I bow down to your teaching technique.🙌 🙏
You're best the field. 💯💯🔥",35,sir bow teaching technique raisinghands foldedhands youre best field hundredpoints hundredpoints fire
@dearlearner-1600,"explained in very easy terms, thankyou sir 🙂",1,explained easy terms thankyou sir slightlysmilingface
@anuragnano4720,Thank you sir,1,thank sir
@iqbalkashaheen2119,Go to this link useful for the LT of gamma function not found anywhere https://youtu.be/rZ0LQ87OU_M,0,go link useful lt gamma function found anywhere
@karankumar609,You teaching is too good,1,teaching good
@karankumar609,We need you sir,1,need sir
